time,Load
0,1171
1,1106
2,1064
3,1028
4,1019
5,1046
6,1097
7,1147
8,1138
9,1180
10,1242
11,1277
12,1276
13,1228
14,1222
15,1231
16,1233
17,1220
18,1247
19,1346
20,1359
21,1344
22,1326
23,1277
